District,District Name,School,School Name,Subgroup,Valid Tests,Participation Rate,Average English Score,Average Math Score,Average Reading Score,Average Science Score,Average Composite Score,Number Scoring 21 or Higher,Percent Scoring 21 or Higher,Number Scoring Below 19,Percent Scoring Below 19
190,Davidson County,203,East Nashville Magnet High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
190,Davidson County,203,East Nashville Magnet High School,Students with Disabilities,8,*,*,*,*,*,*,*,*,*,*
190,Davidson County,245,Glencliff High School,All Students,196,92,14.5,16.2,16.1,16.5,16,24,12.2,157,80.1
190,Davidson County,245,Glencliff High School,Black/Hispanic/Native American,137,91,14.3,15.9,15.9,16.3,15.8,15,10.9,110,80.3
190,Davidson County,245,Glencliff High School,Economically Disadvantaged,130,93,13.6,15.7,15.4,16.1,15.3,9,6.9,114,87.7
190,Davidson County,245,Glencliff High School,English Learners,68,88,11.5,14.9,13.5,14.9,13.8,**,**,**,**
190,Davidson County,245,Glencliff High School,Students with Disabilities,18,90,11.6,14.6,13.7,14.7,13.7,**,**,**,**
190,Davidson County,335,Hillsboro High,All Students,223,96,21.8,19.8,22.7,21.4,21.6,113,50.7,83,37.2
190,Davidson County,335,Hillsboro High,Black/Hispanic/Native American,117,94,17.5,17.1,18.8,18.5,18.1,26,22.2,71,60.7
190,Davidson County,335,Hillsboro High,Economically Disadvantaged,80,95,18.1,17.9,20,19.3,19,22,27.5,42,52.5
190,Davidson County,335,Hillsboro High,English Learners,2,*,*,*,*,*,*,*,*,*,*
190,Davidson County,335,Hillsboro High,Students with Disabilities,16,84,14.4,15.9,16.4,16.4,16,2,12.5,13,81.3
190,Davidson County,340,Hillwood High,All Students,183,83,16.7,16.9,18,17.5,17.4,44,24,121,66.1
190,Davidson County,340,Hillwood High,Black/Hispanic/Native American,95,90,14.5,15.5,16.4,15.8,15.7,10,10.5,80,84.2
190,Davidson County,340,Hillwood High,Economically Disadvantaged,86,89,15,15.9,17.3,16.3,16.3,14,16.3,67,77.9
190,Davidson County,340,Hillwood High,English Learners,28,88,11.5,15.1,13.5,14.2,13.8,**,**,**,**
190,Davidson County,340,Hillwood High,Students with Disabilities,33,92,15.5,15.7,17.3,16.2,16.3,5,15.2,28,84.8
190,Davidson County,355,Hume - Fogg High,All Students,211,95,28.7,26.5,29.8,27.2,28.2,**,**,**,**
190,Davidson County,355,Hume - Fogg High,Black/Hispanic/Native American,64,100,26,24,27.6,24.6,25.8,**,**,**,**
190,Davidson County,355,Hume - Fogg High,Economically Disadvantaged,35,100,25.9,24.7,28.3,25.3,26.3,**,**,**,**
190,Davidson County,355,Hume - Fogg High,Students with Disabilities,8,*,*,*,*,*,*,*,*,*,*
190,Davidson County,358,Hunters Lane High,All Students,261,89,15,15.8,16.5,16,16,31,11.9,212,81.2
190,Davidson County,358,Hunters Lane High,Black/Hispanic/Native American,222,88,14.5,15.5,16,15.6,15.5,19,8.6,190,85.6
190,Davidson County,358,Hunters Lane High,Economically Disadvantaged,180,88,14.3,15.6,15.9,15.4,15.5,15,8.3,155,86.1
190,Davidson County,358,Hunters Lane High,English Learners,46,77,11.8,14.5,13.3,14,13.6,**,**,**,**
190,Davidson County,358,Hunters Lane High,Students with Disabilities,23,79,11.7,14.8,12.8,13.3,13.3,**,**,**,**
190,Davidson County,395,John Overton High,All Students,411,93,16.5,17.1,17.8,17.9,17.5,90,21.9,286,69.6
190,Davidson County,395,John Overton High,Black/Hispanic/Native American,241,93,14.3,15.8,16.1,16.5,15.8,22,9.1,200,83
190,Davidson County,395,John Overton High,Economically Disadvantaged,242,92,14.8,16.1,16.4,16.8,16.2,29,12,195,80.6
190,Davidson County,395,John Overton High,English Learners,132,90,12.7,15.1,14.1,15.4,14.5,8,6.1,119,90.2
190,Davidson County,395,John Overton High,Students with Disabilities,30,100,12.9,14.6,14,14.8,14.3,**,**,**,**
190,Davidson County,437,Middle College High,All Students,39,83,22.8,19.7,23.7,21.6,22.1,24,61.5,7,17.9
190,Davidson County,437,Middle College High,Black/Hispanic/Native American,23,88,22.1,20.1,23,21.1,21.7,13,56.5,5,21.7
190,Davidson County,437,Middle College High,Economically Disadvantaged,16,84,20.6,18.9,21.9,20.8,20.7,9,56.3,5,31.3
190,Davidson County,437,Middle College High,English Learners,3,*,*,*,*,*,*,*,*,*,*
190,Davidson County,437,Middle College High,Students with Disabilities,1,*,*,*,*,*,*,*,*,*,*
190,Davidson County,443,Cora Howe School,All Students,2,*,*,*,*,*,*,*,*,*,*
190,Davidson County,443,Cora Howe School,Black/Hispanic/Native American,0,*,*,*,*,*,*,*,*,*,*
190,Davidson County,443,Cora Howe School,Economically Disadvantaged,1,*,*,*,*,*,*,*,*,*,*
190,Davidson County,443,Cora Howe School,Students with Disabilities,2,*,*,*,*,*,*,*,*,*,*
190,Davidson County,445,Maplewood High,All Students,136,84,13.6,15,14.5,15.2,14.7,**,**,**,**
190,Davidson County,445,Maplewood High,Black/Hispanic/Native American,124,83,13.3,14.9,14.4,15.1,14.6,**,**,**,**
190,Davidson County,445,Maplewood High,Economically Disadvantaged,107,83,13.4,15,14.4,15.1,14.6,**,**,**,**
190,Davidson County,445,Maplewood High,English Learners,22,81,11.3,14.5,12.7,12.8,13,**,**,**,**
190,Davidson County,445,Maplewood High,Students with Disabilities,15,75,10.9,14,13.1,13.1,12.9,**,**,**,**
190,Davidson County,456,Martin Luther King Jr School,All Students,227,99,26.4,24.8,26.8,25.3,26,**,**,**,**
190,Davidson County,456,Martin Luther King Jr School,Black/Hispanic/Native American,121,100,24.4,23,25.4,23.7,24.3,**,**,**,**
190,Davidson County,456,Martin Luther King Jr School,Economically Disadvantaged,60,100,25.3,23.3,25.4,24.1,24.7,**,**,**,**
190,Davidson County,456,Martin Luther King Jr School,English Learners,1,*,*,*,*,*,*,*,*,*,*
190,Davidson County,456,Martin Luther King Jr School,Students with Disabilities,2,*,*,*,*,*,*,*,*,*,*
190,Davidson County,470,McGavock High,All Students,409,96,18.2,17.7,19.1,18.9,18.6,116,28.4,230,56.2
190,Davidson County,470,McGavock High,Black/Hispanic/Native American,239,96,16.4,16.6,17.6,17.6,17.2,38,15.9,171,71.5
190,Davidson County,470,McGavock High,Economically Disadvantaged,219,95,17,16.9,17.8,17.8,17.6,42,19.2,146,66.7
190,Davidson County,470,McGavock High,English Learners,25,89,13.4,15,14,15.7,14.6,**,**,**,**
190,Davidson County,470,McGavock High,Students with Disabilities,43,96,13.7,15.2,15.3,15.6,15.1,**,**,**,**
190,Davidson County,512,Nashville School Of The Arts,All Students,127,97,22.8,19,23.3,20.6,21.6,72,56.7,36,28.3
190,Davidson County,512,Nashville School Of The Arts,Black/Hispanic/Native American,58,98,20.5,17.7,21.6,19.7,20.1,22,37.9,26,44.8
190,Davidson County,512,Nashville School Of The Arts,Economically Disadvantaged,32,100,19,17.3,20.5,18.7,19,9,28.1,17,53.1
190,Davidson County,512,Nashville School Of The Arts,English Learners,1,*,*,*,*,*,*,*,*,*,*
190,Davidson County,512,Nashville School Of The Arts,Students with Disabilities,12,100,17.3,16.9,19.4,18.9,18.3,3,25,8,66.7
190,Davidson County,555,Pearl-Cohn High,All Students,112,86,13.4,15.2,14.5,15.2,14.7,**,**,**,**
190,Davidson County,555,Pearl-Cohn High,Black/Hispanic/Native American,111,87,13.4,15.2,14.5,15.2,14.7,**,**,**,**
190,Davidson County,555,Pearl-Cohn High,Economically Disadvantaged,97,86,13.5,15.1,14.2,15.1,14.6,**,**,**,**
190,Davidson County,555,Pearl-Cohn High,English Learners,1,*,*,*,*,*,*,*,*,*,*
190,Davidson County,555,Pearl-Cohn High,Students with Disabilities,19,79,11.2,14.9,12.9,13.5,13.2,**,**,**,**
190,Davidson County,612,The Academy at Opry Mills,All Students,49,86,16,16.6,16.7,16.7,16.6,7,14.3,36,73.5
190,Davidson County,612,The Academy at Opry Mills,Black/Hispanic/Native American,29,85,14.3,16.1,15.2,15.6,15.4,2,6.9,24,82.8
190,Davidson County,612,The Academy at Opry Mills,Economically Disadvantaged,24,83,15.3,16,15.3,15.8,15.7,2,8.3,20,83.3
190,Davidson County,612,The Academy at Opry Mills,English Learners,2,*,*,*,*,*,*,*,*,*,*
190,Davidson County,612,The Academy at Opry Mills,Students with Disabilities,4,*,*,*,*,*,*,*,*,*,*
190,Davidson County,614,The Academy at Old Cockrill,All Students,76,77,14.3,15.9,15.8,15.8,15.6,8,10.5,66,86.8
190,Davidson County,614,The Academy at Old Cockrill,Black/Hispanic/Native American,57,77,12.9,15.3,14.6,15,14.6,**,**,**,**
190,Davidson County,614,The Academy at Old Cockrill,Economically Disadvantaged,57,77,13.9,15.5,15,15.3,15.1,4,7,53,93
190,Davidson County,614,The Academy at Old Cockrill,English Learners,2,*,*,*,*,*,*,*,*,*,*
190,Davidson County,614,The Academy at Old Cockrill,Students with Disabilities,12,86,11.5,15.1,12.5,14.4,13.6,**,**,**,**
190,Davidson County,620,Stratford STEM Magnet School,All Students,112,82,16.1,16.9,17.9,17.8,17.4,25,22.3,80,71.4
190,Davidson County,620,Stratford STEM Magnet School,Black/Hispanic/Native American,76,79,14.4,16.1,16.2,16.8,16,9,11.8,62,81.6
190,Davidson County,620,Stratford STEM Magnet School,Economically Disadvantaged,72,77,13.9,16,15.8,16.7,15.7,6,8.3,61,84.7
190,Davidson County,620,Stratford STEM Magnet School,English Learners,7,*,*,*,*,*,*,*,*,*,*
190,Davidson County,620,Stratford STEM Magnet School,Students with Disabilities,10,63,9.2,14.2,10.4,13.5,12.1,**,**,**,**
190,Davidson County,704,Whites Creek High,All Students,112,97,13.8,15.3,15.5,15.7,15.2,9,8,100,89.3
190,Davidson County,704,Whites Creek High,Black/Hispanic/Native American,96,98,13.6,15.1,15.1,15.5,15,6,6.3,88,91.7
190,Davidson County,704,Whites Creek High,Economically Disadvantaged,80,98,14,15.3,15.7,15.8,15.3,8,10,69,86.3
190,Davidson County,704,Whites Creek High,English Learners,4,*,*,*,*,*,*,*,*,*,*
190,Davidson County,704,Whites Creek High,Students with Disabilities,23,96,11.9,14.7,12.9,14.5,13.7,**,**,**,**
190,Davidson County,720,The Academy at Hickory Hollow,All Students,118,86,14.1,15.5,15.3,15.8,15.4,8,6.8,102,86.4
190,Davidson County,720,The Academy at Hickory Hollow,Black/Hispanic/Native American,82,83,13.6,15.3,14.6,15.4,14.9,**,**,**,**
190,Davidson County,720,The Academy at Hickory Hollow,Economically Disadvantaged,64,83,13.5,15.2,14.2,15.5,14.8,**,**,**,**
190,Davidson County,720,The Academy at Hickory Hollow,English Learners,30,83,12.5,15.2,13.9,14.8,14.4,2,6.7,27,90
190,Davidson County,720,The Academy at Hickory Hollow,Students with Disabilities,9,*,*,*,*,*,*,*,*,*,*
190,Davidson County,745,The Cohn Learning Center,All Students,0,*,*,*,*,*,*,*,*,*,*
190,Davidson County,745,The Cohn Learning Center,Black/Hispanic/Native American,0,*,*,*,*,*,*,*,*,*,*
190,Davidson County,745,The Cohn Learning Center,Economically Disadvantaged,0,*,*,*,*,*,*,*,*,*,*
190,Davidson County,8003,Lead Academy,All Students,70,100,17.8,18.8,19,19.4,18.9,21,30,40,57.1
190,Davidson County,8003,Lead Academy,Black/Hispanic/Native American,54,100,17.8,18.1,19.4,19,18.8,15,27.8,31,57.4
190,Davidson County,8003,Lead Academy,Economically Disadvantaged,47,100,17.7,18.4,19.2,19.5,18.8,15,31.9,28,59.6
190,Davidson County,8003,Lead Academy,English Learners,20,100,13.9,17.2,15.9,17.6,16.3,1,5,16,80
190,Davidson County,8003,Lead Academy,Students with Disabilities,6,*,*,*,*,*,*,*,*,*,*
190,Davidson County,8011,KIPP Nashville Collegiate High School,All Students,57,100,21.9,21.1,21.4,20.6,21.3,33,57.9,14,24.6
190,Davidson County,8011,KIPP Nashville Collegiate High School,Black/Hispanic/Native American,55,100,21.7,21.1,21.3,20.5,21.3,32,58.2,14,25.5
190,Davidson County,8011,KIPP Nashville Collegiate High School,Economically Disadvantaged,37,100,21.4,20.8,21.2,20.5,21.1,18,48.6,10,27
190,Davidson County,8011,KIPP Nashville Collegiate High School,English Learners,4,*,*,*,*,*,*,*,*,*,*
190,Davidson County,8011,KIPP Nashville Collegiate High School,Students with Disabilities,8,*,*,*,*,*,*,*,*,*,*
190,Davidson County,8065,Knowledge Academies High School,All Students,34,100,17.6,16.9,19.2,18.5,18.2,7,20.6,19,55.9
190,Davidson County,8065,Knowledge Academies High School,Black/Hispanic/Native American,23,100,16.9,16.6,17.4,18.4,17.5,3,13,13,56.5
190,Davidson County,8065,Knowledge Academies High School,Economically Disadvantaged,14,100,17.6,17.1,19.7,19.2,18.6,3,21.4,8,57.1
190,Davidson County,8065,Knowledge Academies High School,English Learners,4,*,*,*,*,*,*,*,*,*,*
190,Davidson County,8065,Knowledge Academies High School,Students with Disabilities,4,*,*,*,*,*,*,*,*,*,*
190,Davidson County,8075,STEM Prep High School,All Students,92,97,20.1,20,20.4,20.3,20.3,42,45.7,38,41.3
190,Davidson County,8075,STEM Prep High School,Black/Hispanic/Native American,65,96,19.2,19.4,20,19.7,19.7,29,44.6,30,46.2
190,Davidson County,8075,STEM Prep High School,Economically Disadvantaged,60,98,18.8,19.1,19.5,19.7,19.4,24,40,29,48.3
190,Davidson County,8075,STEM Prep High School,English Learners,21,95,14.8,17.2,16.1,17,16.3,2,9.5,17,81
190,Davidson County,8075,STEM Prep High School,Students with Disabilities,4,*,*,*,*,*,*,*,*,*,*
190,Davidson County,8100,RePublic High School,All Students,99,99,21.2,18,20.6,19.4,20,34,34.3,34,34.3
190,Davidson County,8100,RePublic High School,Black/Hispanic/Native American,92,99,20.6,17.8,20.1,19.1,19.6,28,30.4,34,37
190,Davidson County,8100,RePublic High School,Economically Disadvantaged,56,98,21.1,18.1,20.9,19.6,20.1,18,32.1,19,33.9
190,Davidson County,8100,RePublic High School,English Learners,7,*,*,*,*,*,*,*,*,*,*
190,Davidson County,8100,RePublic High School,Students with Disabilities,10,100,19.8,17.6,19.4,19.2,19.2,3,30,6,60
200,Decatur County,3,Riverside High School,All Students,141,99,18.1,17.9,19.6,19.2,18.8,44,31.2,75,53.2
200,Decatur County,3,Riverside High School,Black/Hispanic/Native American,11,100,15,16.2,15.8,16.5,16.1,1,9.1,9,81.8
200,Decatur County,3,Riverside High School,Economically Disadvantaged,56,98,16.6,17.1,17.6,18.1,17.5,13,23.2,36,64.3
200,Decatur County,3,Riverside High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
200,Decatur County,3,Riverside High School,Students with Disabilities,15,100,11.9,15.3,14.1,15.5,14.3,1,6.7,14,93.3
210,DeKalb County,25,De Kalb County High School,All Students,167,98,19.2,18.6,20,19.4,19.4,62,37.1,77,46.1
210,DeKalb County,25,De Kalb County High School,Black/Hispanic/Native American,23,100,16,15.8,17,16.2,16.3,3,13,18,78.3
210,DeKalb County,25,De Kalb County High School,Economically Disadvantaged,57,98,17.3,17.4,18.2,18,17.9,13,22.8,35,61.4
210,DeKalb County,25,De Kalb County High School,English Learners,6,*,*,*,*,*,*,*,*,*,*
210,DeKalb County,25,De Kalb County High School,Students with Disabilities,16,94,13.6,15,15.1,13.6,14.3,**,**,**,**
220,Dickson County,17,Creek Wood High School,All Students,220,100,20.1,18.7,21.4,20.9,20.4,102,46.4,74,33.6
220,Dickson County,17,Creek Wood High School,Black/Hispanic/Native American,14,100,16.6,17.1,18.1,18.1,17.6,3,21.4,9,64.3
220,Dickson County,17,Creek Wood High School,Economically Disadvantaged,56,100,18.9,18,20.3,20,19.5,18,32.1,27,48.2
220,Dickson County,17,Creek Wood High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
220,Dickson County,17,Creek Wood High School,Students with Disabilities,18,100,13.1,15.5,15.7,16.3,15.2,1,5.6,15,83.3
220,Dickson County,25,Dickson County High School,All Students,291,98,21.2,19.1,21.4,20.8,20.8,145,49.8,107,36.8
220,Dickson County,25,Dickson County High School,Black/Hispanic/Native American,50,100,17.7,17.1,18.2,18.2,17.9,14,28,34,68
220,Dickson County,25,Dickson County High School,Economically Disadvantaged,87,96,17.1,16.5,17.9,18.3,17.5,16,18.4,58,66.7
220,Dickson County,25,Dickson County High School,English Learners,3,*,*,*,*,*,*,*,*,*,*
220,Dickson County,25,Dickson County High School,Students with Disabilities,32,97,14.2,15.5,16,16.1,15.6,3,9.4,29,90.6
230,Dyer County,18,Dyer County High School,All Students,264,99,20.5,19.3,19.8,20.1,20.1,106,40.2,113,42.8
230,Dyer County,18,Dyer County High School,Black/Hispanic/Native American,36,97,16.9,16.8,17.1,17.5,17.2,7,19.4,25,69.4
230,Dyer County,18,Dyer County High School,Economically Disadvantaged,103,100,18.7,18.1,18.6,18.9,18.7,27,26.2,58,56.3
230,Dyer County,18,Dyer County High School,Students with Disabilities,29,97,13.2,15.8,15.2,16.3,15.2,**,**,**,**
231,Dyersburg,15,Dyersburg High School,All Students,156,100,21.3,21,21.5,20.9,21.4,78,50,61,39.1
231,Dyersburg,15,Dyersburg High School,Black/Hispanic/Native American,62,100,16.5,17.8,17.3,17.3,17.3,12,19.4,40,64.5
231,Dyersburg,15,Dyersburg High School,Economically Disadvantaged,57,100,16.3,17.7,17.1,17,17.2,11,19.3,39,68.4
231,Dyersburg,15,Dyersburg High School,English Learners,3,*,*,*,*,*,*,*,*,*,*
231,Dyersburg,15,Dyersburg High School,Students with Disabilities,20,100,14.2,15.8,13.7,15.3,15,1,5,19,95
240,Fayette County Public Schools,26,Fayette Ware Comprehensive High School,All Students,197,97,17,16.7,18.3,17.8,17.6,42,21.3,136,69
240,Fayette County Public Schools,26,Fayette Ware Comprehensive High School,Black/Hispanic/Native American,142,96,15.9,16.2,17.4,17,16.8,23,16.2,110,77.5
240,Fayette County Public Schools,26,Fayette Ware Comprehensive High School,Economically Disadvantaged,127,96,16,16.2,17.1,17.1,16.8,20,15.7,96,75.6
240,Fayette County Public Schools,26,Fayette Ware Comprehensive High School,Students with Disabilities,22,88,11.6,14.8,13.9,14.1,13.7,**,**,**,**
250,Fentress County,25,Clarkrange High School,All Students,60,95,19.3,18.8,18.7,19.5,19.2,21,35,28,46.7
250,Fentress County,25,Clarkrange High School,Black/Hispanic/Native American,2,*,*,*,*,*,*,*,*,*,*
250,Fentress County,25,Clarkrange High School,Economically Disadvantaged,29,97,19.2,19,19,19.2,19.3,10,34.5,13,44.8
250,Fentress County,25,Clarkrange High School,Students with Disabilities,9,*,*,*,*,*,*,*,*,*,*
260,Franklin County,50,Franklin Co High School,All Students,249,97,18.1,17.8,18.9,18.7,18.5,76,30.5,132,53
260,Franklin County,50,Franklin Co High School,Black/Hispanic/Native American,35,95,16.2,17.1,18.1,18,17.5,7,20,24,68.6
260,Franklin County,50,Franklin Co High School,Economically Disadvantaged,90,96,16.5,17.1,18.1,17.5,17.4,19,21.1,58,64.4
260,Franklin County,50,Franklin Co High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
260,Franklin County,50,Franklin Co High School,Students with Disabilities,31,100,11.6,14.8,13.5,14.1,13.6,**,**,**,**
260,Franklin County,65,Huntland School,All Students,85,98,18.3,17.9,19,19.3,18.8,28,32.9,45,52.9
260,Franklin County,65,Huntland School,Black/Hispanic/Native American,14,93,15.4,16.4,16.5,16,16.3,2,14.3,11,78.6
260,Franklin County,65,Huntland School,Economically Disadvantaged,23,96,15.9,16.6,17.6,18.2,17.2,4,17.4,17,73.9
260,Franklin County,65,Huntland School,English Learners,5,*,*,*,*,*,*,*,*,*,*
260,Franklin County,65,Huntland School,Students with Disabilities,3,*,*,*,*,*,*,*,*,*,*
271,Humboldt City Schools,20,Humboldt Junior/Senior High School,All Students,64,96,15.9,16.3,16.8,16.3,16.5,10,15.6,48,75
271,Humboldt City Schools,20,Humboldt Junior/Senior High School,Black/Hispanic/Native American,57,97,15.1,16.1,16.1,15.8,15.9,7,12.3,47,82.5
271,Humboldt City Schools,20,Humboldt Junior/Senior High School,Economically Disadvantaged,39,95,15.2,15.8,16.4,15.6,15.9,5,12.8,31,79.5
271,Humboldt City Schools,20,Humboldt Junior/Senior High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
271,Humboldt City Schools,20,Humboldt Junior/Senior High School,Students with Disabilities,5,*,*,*,*,*,*,*,*,*,*
272,Milan,10,Milan High School,All Students,130,96,19.7,19.7,20.7,20.1,20.2,51,39.2,57,43.8
272,Milan,10,Milan High School,Black/Hispanic/Native American,36,92,16,17,17.3,17.1,17,3,8.3,27,75
272,Milan,10,Milan High School,Economically Disadvantaged,59,94,18.3,18.7,18.6,18.5,18.7,13,22,35,59.3
272,Milan,10,Milan High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
272,Milan,10,Milan High School,Students with Disabilities,17,85,14.1,16.2,16.4,16.1,15.9,1,5.9,14,82.4
273,Trenton,5,Peabody High School,All Students,90,97,20.3,17.8,19.5,18.8,19.3,39,43.3,41,45.6
273,Trenton,5,Peabody High School,Black/Hispanic/Native American,25,100,14.9,15.8,15.3,17.2,15.8,2,8,20,80
273,Trenton,5,Peabody High School,Economically Disadvantaged,47,96,18.5,17.1,18.4,18.4,18.2,14,29.8,25,53.2
273,Trenton,5,Peabody High School,English Learners,3,*,*,*,*,*,*,*,*,*,*
